Stat;EN04;;;;;
Parm;PM10;NOX;NO;NO2;CO;
Unit;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;
28/09/20 20:00;3,63;21,67;2,19;18,31;0,41;
28/09/20 21:00;5,43;22,24;2,26;18,76;0,40;
28/09/20 22:00;3,58;15,67;1,73;13,01;0,37;
28/09/20 23:00;1,81;11,18;1,52;8,85;0,36;
29/09/20 00:00;5,43;11,01;1,54;8,65;0,43;
29/09/20 01:00;2,75;15,37;1,46;13,14;0,35;
29/09/20 02:00;0,77;11,37;1,50;9,08;0,35;
29/09/20 03:00;0,82;10,52;1,49;8,24;0,35;
29/09/20 04:00;1,08;13,15;1,87;10,29;0,35;
29/09/20 05:00;0,99;20,47;2,14;17,19;0,37;
29/09/20 06:00;5,04;25,04;3,17;20,20;0,37;
29/09/20 07:00;7,18;45,20;6,82;34,74;0,41;
29/09/20 08:00;19,08;39,35;7,77;27,47;0,44;
29/09/20 09:00;11,65;20,16;4,05;13,97;0,39;
29/09/20 10:00;8,15;16,73;3,37;11,57;0,38;
29/09/20 11:00;9,43;18,48;3,12;13,69;0,39;
29/09/20 12:00;11,26;18,73;2,89;14,30;0,40;
29/09/20 13:00;4,04;19,18;2,94;14,67;0,39;
29/09/20 14:00;2,55;16,68;2,47;12,89;0,38;
29/09/20 15:00;6,41;14,65;2,26;11,18;0,38;
29/09/20 16:00;9,19;13,16;1,72;10,52;0,40;
29/09/20 17:00;5,79;18,43;1,88;15,54;0,41;
29/09/20 18:00;6,33;27,56;1,44;25,36;0,45;
29/09/20 19:00;11,68;64,35;3,15;59,51;0,52;
29/09/20 20:00;22,72;121,86;18,13;94,06;0,55;
29/09/20 21:00;23,81;83,49;6,93;72,86;0,50;
29/09/20 22:00;27,77;70,92;5,13;63,06;;
29/09/20 23:00;19,38;25,30;2,36;21,68;0,40;
30/09/20 00:00;10,03;22,78;2,42;19,06;0,39;
30/09/20 01:00;9,84;17,75;1,83;14,96;0,37;
30/09/20 02:00;13,13;15,61;1,68;13,03;0,34;
30/09/20 03:00;2,55;16,05;1,61;13,58;0,34;
30/09/20 04:00;8,64;19,70;1,94;16,73;0,34;
30/09/20 05:00;7,48;31,76;3,77;25,99;0,36;
30/09/20 06:00;10,90;78,81;12,43;59,76;0,42;
30/09/20 07:00;18,71;136,98;32,26;87,51;0,48;
30/09/20 08:00;34,96;80,07;16,06;55,45;0,48;
30/09/20 09:00;25,63;27,74;3,88;21,79;0,40;
30/09/20 10:00;15,90;27,39;3,81;21,55;0,43;
30/09/20 11:00;10,99;17,00;2,47;13,23;0,41;
30/09/20 12:00;13,56;15,02;2,08;11,83;0,42;
30/09/20 13:00;7,13;13,67;1,94;10,68;0,42;
30/09/20 14:00;6,36;9,82;1,49;7,54;0,41;
30/09/20 15:00;6,58;8,71;1,30;6,71;0,39;
30/09/20 16:00;3,81;8,22;1,23;6,34;0,39;
30/09/20 17:00;3,64;;;;0,39;
30/09/20 18:00;11,22;25,96;1,31;23,94;0,41;
30/09/20 19:00;7,18;93,64;8,53;80,56;0,51;
30/09/20 20:00;14,66;107,34;11,31;90,01;0,51;
30/09/20 21:00;20,02;106,96;11,99;88,58;0,53;
30/09/20 22:00;25,35;121,68;22,85;86,61;0,56;
30/09/20 23:00;27,44;63,92;3,86;58,00;0,48;
01/10/20 00:00;22,48;46,26;3,51;40,88;0,42;
01/10/20 01:00;12,53;29,53;2,38;25,88;0,38;
01/10/20 02:00;18,86;26,60;1,85;23,77;0,37;
01/10/20 03:00;6,26;21,46;1,84;18,64;0,37;
01/10/20 04:00;9,12;25,10;1,99;22,05;0,36;
01/10/20 05:00;11,07;46,54;4,67;39,39;0,41;
01/10/20 06:00;25,91;76,49;7,70;64,68;0,46;
01/10/20 07:00;23,88;145,30;38,73;85,92;0,52;
01/10/20 08:00;42,53;129,43;31,18;81,63;0,54;
01/10/20 09:00;27,33;42,15;5,41;33,85;0,45;
01/10/20 10:00;22,64;27,09;3,11;22,31;;
01/10/20 11:00;16,90;20,62;2,34;17,05;0,45;
01/10/20 12:00;17,04;23,92;2,64;19,88;0,46;
01/10/20 13:00;10,03;20,33;2,16;17,03;0,46;
01/10/20 14:00;25,78;16,94;1,83;14,14;0,46;
01/10/20 15:00;11,13;18,77;1,79;16,03;0,43;
01/10/20 16:00;12,27;19,56;1,65;17,03;0,44;
01/10/20 17:00;18,84;27,57;1,92;24,63;0,44;
01/10/20 18:00;14,96;34,45;1,54;32,08;0,47;
01/10/20 19:00;21,01;59,20;1,83;56,40;0,52;
01/10/20 20:00;30,50;76,76;10,98;59,92;0,50;
01/10/20 21:00;17,24;28,65;2,08;25,46;0,44;
01/10/20 22:00;16,89;25,13;1,92;22,19;0,43;
01/10/20 23:00;15,42;37,84;1,86;34,99;0,45;
02/10/20 00:00;17,49;23,45;1,84;20,63;0,40;
02/10/20 01:00;8,29;17,16;1,69;14,57;0,39;
02/10/20 02:00;1,28;13,66;1,68;11,09;0,37;
02/10/20 03:00;8,12;18,32;2,03;15,18;0,38;
02/10/20 04:00;11,38;20,11;1,91;17,20;0,38;
02/10/20 05:00;12,30;36,32;3,47;31,00;0,40;
02/10/20 06:00;16,37;54,00;6,06;44,71;0,42;
02/10/20 07:00;22,46;112,08;32,73;61,91;0,49;
02/10/20 08:00;35,01;105,78;28,36;62,29;0,54;
02/10/20 09:00;35,75;51,20;9,51;36,62;0,51;
02/10/20 10:00;19,61;20,36;3,43;15,10;0,43;
02/10/20 11:00;15,69;22,91;4,51;16,01;0,40;
02/10/20 12:00;14,32;21,92;3,84;16,02;0,40;
02/10/20 13:00;18,05;20,91;3,51;15,54;0,42;
02/10/20 14:00;19,86;21,01;3,29;15,97;0,42;
02/10/20 15:00;29,26;;;;0,46;
02/10/20 16:00;32,91;73,96;19,14;44,63;0,47;
02/10/20 17:00;26,13;64,15;13,78;43,01;0,49;
02/10/20 18:00;33,16;23,04;2,95;18,52;0,47;
02/10/20 19:00;24,89;16,57;1,99;13,52;0,49;
02/10/20 20:00;18,61;19,08;2,88;14,66;0,48;
02/10/20 21:00;29,96;9,11;1,59;6,67;0,47;
02/10/20 22:00;20,58;8,22;1,45;6,00;;
02/10/20 23:00;11,16;7,56;1,48;5,29;0,48;
03/10/20 00:00;15,86;6,72;1,27;4,77;0,47;
03/10/20 01:00;27,88;6,61;1,37;4,51;0,47;
03/10/20 02:00;24,98;5,66;1,26;3,73;0,47;
03/10/20 03:00;19,09;5,43;1,22;3,55;0,48;
03/10/20 04:00;37,77;5,56;1,25;3,63;0,48;
03/10/20 05:00;25,94;6,89;1,19;5,06;0,49;
03/10/20 06:00;25,19;9,31;1,52;6,99;0,50;
03/10/20 07:00;25,65;11,32;2,14;8,03;0,51;
03/10/20 08:00;33,16;13,29;2,55;9,38;0,51;
03/10/20 09:00;42,94;11,47;2,49;7,65;0,52;
03/10/20 10:00;44,18;11,30;2,69;7,18;0,51;
03/10/20 11:00;42,06;10,33;2,44;6,59;0,51;
03/10/20 12:00;42,06;9,83;2,30;6,31;0,51;
03/10/20 13:00;52,74;8,50;2,03;5,38;0,52;
03/10/20 14:00;53,34;7,27;1,79;4,53;0,51;
03/10/20 15:00;49,31;6,19;1,40;4,04;0,53;
03/10/20 16:00;44,59;7,24;1,43;5,04;0,54;
03/10/20 17:00;42,51;8,20;1,46;5,96;0,54;
03/10/20 18:00;42,53;7,48;1,54;5,13;0,53;
03/10/20 19:00;41,33;8,60;1,58;6,18;0,53;
03/10/20 20:00;49,96;9,74;1,70;7,14;0,55;
03/10/20 21:00;42,40;9,33;1,53;7,00;0,55;
03/10/20 22:00;49,79;7,92;1,23;6,04;0,55;
03/10/20 23:00;43,96;5,76;1,23;3,88;0,52;
04/10/20 00:00;55,77;5,19;1,17;3,39;0,51;
04/10/20 01:00;54,41;6,72;1,27;4,76;0,51;
04/10/20 02:00;62,14;8,33;1,32;6,31;0,50;
04/10/20 03:00;43,73;6,81;1,21;4,96;0,42;
04/10/20 04:00;21,43;8,07;1,16;6,30;0,39;
04/10/20 05:00;14,28;7,93;1,21;6,07;0,40;
04/10/20 06:00;12,21;9,38;1,20;7,51;0,40;
04/10/20 07:00;10,38;16,25;1,36;14,17;0,42;
04/10/20 08:00;16,27;19,17;2,19;15,81;0,44;
04/10/20 09:00;24,87;16,33;2,46;12,57;0,44;
04/10/20 10:00;20,32;16,76;2,55;12,89;;
04/10/20 11:00;19,10;12,22;1,94;9,25;0,41;
04/10/20 12:00;11,51;15,05;1,94;12,08;0,44;
04/10/20 13:00;17,02;;;;0,40;
04/10/20 14:00;4,54;7,82;1,13;6,09;0,39;
04/10/20 15:00;9,33;9,33;1,11;7,63;0,39;
04/10/20 16:00;10,35;10,46;1,16;8,68;0,42;
04/10/20 17:00;19,38;9,48;1,09;7,80;0,45;
04/10/20 18:00;18,13;13,93;1,09;12,27;0,46;
04/10/20 19:00;13,11;23,98;1,14;22,22;0,45;
04/10/20 20:00;21,76;42,16;1,59;39,73;0,47;
04/10/20 21:00;19,14;38,77;2,38;35,12;0,47;
04/10/20 22:00;24,18;36,11;1,82;33,33;0,47;
04/10/20 23:00;17,77;29,90;1,78;27,17;0,42;
05/10/20 00:00;23,34;19,40;1,67;16,85;0,38;
05/10/20 01:00;9,07;17,69;1,46;15,46;0,39;
05/10/20 02:00;14,87;14,63;1,36;12,55;0,41;
05/10/20 03:00;28,28;21,31;1,44;19,10;0,42;
05/10/20 04:00;28,84;32,30;2,49;28,49;0,43;
05/10/20 05:00;27,71;61,33;9,89;46,16;0,50;
05/10/20 06:00;36,62;112,48;30,86;65,16;0,58;
05/10/20 07:00;32,31;143,44;43,98;76,01;0,60;
05/10/20 08:00;57,48;119,90;32,11;70,66;0,57;
05/10/20 09:00;60,58;85,23;16,55;59,85;0,55;
05/10/20 10:00;58,95;41,97;5,95;32,84;0,50;
05/10/20 11:00;30,51;33,21;5,00;25,55;0,45;
05/10/20 12:00;26,15;23,26;3,06;18,57;0,44;
05/10/20 13:00;22,59;27,75;3,37;22,58;0,45;
05/10/20 14:00;25,47;27,70;2,87;23,30;0,45;
05/10/20 15:00;24,73;25,70;2,24;22,25;0,42;
05/10/20 16:00;25,04;24,60;1,55;22,22;0,42;
05/10/20 17:00;23,84;53,90;2,18;50,55;0,46;
05/10/20 18:00;37,74;103,34;6,30;93,68;0,51;
05/10/20 19:00;53,87;103,67;7,05;92,86;0,53;
05/10/20 20:00;46,83;91,86;5,16;83,96;0,53;
05/10/20 21:00;43,48;90,30;6,84;79,82;0,53;
05/10/20 22:00;43,29;80,35;6,26;70,74;;
05/10/20 23:00;51,17;56,43;5,06;48,68;0,49;
06/10/20 00:00;39,38;19,42;1,68;16,84;0,43;
06/10/20 01:00;19,72;16,63;1,67;14,06;0,43;
06/10/20 02:00;17,56;13,89;1,50;11,59;0,42;
06/10/20 03:00;22,90;13,27;1,86;10,41;0,40;
06/10/20 04:00;19,68;9,23;1,47;6,98;0,38;
06/10/20 05:00;15,80;12,84;2,21;9,49;0,38;
06/10/20 06:00;15,63;27,63;2,72;23,46;0,40;
06/10/20 07:00;17,28;39,41;3,94;33,38;0,41;
06/10/20 08:00;29,78;51,06;5,60;42,48;0,45;
06/10/20 09:00;36,37;39,59;5,37;31,35;0,45;
06/10/20 10:00;25,07;23,88;3,62;18,32;0,40;
06/10/20 11:00;14,66;;;;0,40;
06/10/20 12:00;13,43;12,08;1,81;9,32;0,43;
06/10/20 13:00;13,57;10,08;1,68;7,53;0,43;
06/10/20 14:00;12,94;8,14;1,44;5,94;0,41;
06/10/20 15:00;16,63;14,39;2,01;11,31;0,41;
06/10/20 16:00;13,83;13,23;1,66;10,69;0,43;
06/10/20 17:00;10,42;15,28;1,44;13,07;0,44;
06/10/20 18:00;22,07;26,48;1,57;24,08;0,47;
06/10/20 19:00;14,08;32,37;1,53;30,01;0,47;
06/10/20 20:00;17,09;36,34;1,51;34,02;0,49;
06/10/20 21:00;23,05;32,24;1,98;29,20;0,49;
06/10/20 22:00;20,49;28,63;2,10;25,41;0,47;
06/10/20 23:00;21,63;27,39;2,07;24,23;0,48;
07/10/20 00:00;13,83;18,69;1,72;16,05;0,43;
07/10/20 01:00;31,29;14,35;1,59;11,92;0,39;
07/10/20 02:00;17,70;16,52;1,38;14,41;0,39;
07/10/20 03:00;14,21;14,70;1,59;12,26;0,37;
07/10/20 04:00;10,47;39,46;5,34;31,27;0,37;
07/10/20 05:00;14,95;40,12;5,10;32,29;0,39;
07/10/20 06:00;10,67;54,77;5,45;46,42;0,41;
07/10/20 07:00;21,22;106,85;23,66;70,58;0,46;
07/10/20 08:00;22,51;86,91;17,84;59,55;0,45;
07/10/20 09:00;27,99;53,22;7,90;41,08;0,42;
07/10/20 10:00;20,88;27,11;4,24;20,60;;
07/10/20 11:00;8,02;28,45;3,93;22,42;0,45;
07/10/20 12:00;14,83;33,26;4,33;26,62;0,45;
07/10/20 13:00;7,61;36,71;4,45;29,90;0,50;
07/10/20 14:00;15,53;35,43;4,81;28,05;0,45;
07/10/20 15:00;7,92;36,00;4,26;29,47;0,46;
07/10/20 16:00;12,46;36,78;4,77;29,48;0,47;
07/10/20 17:00;7,59;26,85;3,02;22,22;0,43;
07/10/20 18:00;6,45;43,91;4,56;36,92;0,50;
07/10/20 19:00;10,64;69,22;10,97;52,40;0,64;
07/10/20 20:00;15,17;79,31;19,08;50,05;0,53;
07/10/20 21:00;11,53;39,30;4,30;32,70;0,43;
07/10/20 22:00;2,34;27,13;2,37;23,49;0,41;
07/10/20 23:00;1,66;22,15;2,23;18,73;0,40;
08/10/20 00:00;3,87;17,62;2,07;14,46;0,39;
08/10/20 01:00;18,54;13,50;2,02;10,40;0,40;
08/10/20 02:00;20,76;11,77;1,94;8,79;0,42;
08/10/20 03:00;8,42;10,69;1,85;7,85;0,41;
08/10/20 04:00;8,83;10,57;1,99;7,53;0,40;
08/10/20 05:00;7,89;11,81;2,39;8,15;0,41;
08/10/20 06:00;10,62;13,60;2,68;9,49;0,42;
08/10/20 07:00;10,66;18,51;3,24;13,54;0,43;
08/10/20 08:00;13,61;25,18;3,39;19,98;0,44;
08/10/20 09:00;5,85;;;;0,42;
08/10/20 10:00;7,88;18,01;2,89;13,58;0,40;
08/10/20 11:00;9,23;14,80;2,98;10,23;0,39;
08/10/20 12:00;11,41;15,34;3,07;10,62;0,40;
08/10/20 13:00;11,00;16,43;3,29;11,39;0,40;
08/10/20 14:00;6,80;15,15;2,99;10,56;0,39;
08/10/20 15:00;9,00;13,09;2,51;9,24;0,38;
08/10/20 16:00;12,17;12,88;2,21;9,50;0,39;
08/10/20 17:00;6,08;14,91;2,16;11,59;0,38;
08/10/20 18:00;8,72;17,18;2,17;13,85;0,38;
08/10/20 19:00;8,48;15,79;1,92;12,84;0,37;
08/10/20 20:00;14,52;15,53;2,12;12,27;0,37;
08/10/20 21:00;6,79;13,20;1,70;10,59;0,37;
08/10/20 22:00;17,84;16,47;1,80;13,71;;
08/10/20 23:00;21,34;16,12;2,08;12,95;0,42;
09/10/20 00:00;33,17;14,44;1,88;11,56;0,51;
09/10/20 01:00;27,21;12,57;1,88;9,71;0,49;
09/10/20 02:00;21,34;11,14;1,88;8,26;0,46;
09/10/20 03:00;14,73;9,94;1,83;7,14;0,42;
09/10/20 04:00;17,30;10,58;1,86;7,72;0,41;
09/10/20 05:00;15,55;15,72;2,67;11,63;0,44;
09/10/20 06:00;19,16;24,50;4,41;17,75;0,41;
09/10/20 07:00;6,43;34,15;6,39;24,35;0,42;
09/10/20 08:00;11,76;33,15;6,75;22,79;0,45;
09/10/20 09:00;10,40;19,50;3,89;13,55;0,40;
09/10/20 10:00;96,75;28,68;6,59;18,67;0,42;
09/10/20 11:00;;19,67;3,96;13,64;0,42;
09/10/20 12:00;-;15,66;2,85;11,26;0,42;
09/10/20 13:00;-;17,88;3,07;13,18;0,42;
09/10/20 14:00;0,15;13,26;2,23;9,83;0,41;
09/10/20 15:00;0,78;11,99;1,98;8,95;0,42;
09/10/20 16:00;0,78;13,25;1,76;10,55;0,41;
09/10/20 17:00;0,76;16,18;1,66;13,63;0,43;
09/10/20 18:00;3,79;27,11;1,66;24,55;0,44;
09/10/20 19:00;10,70;34,14;1,89;31,24;0,44;
09/10/20 20:00;9,87;61,61;4,67;54,46;0,47;
09/10/20 21:00;24,28;79,06;5,42;70,75;0,50;
09/10/20 22:00;27,42;57,67;5,05;49,93;0,51;
09/10/20 23:00;13,93;21,11;2,52;17,25;0,39;
10/10/20 00:00;14,32;18,18;2,47;14,39;0,36;
10/10/20 01:00;13,57;19,41;1,82;16,62;0,35;
10/10/20 02:00;12,57;20,53;1,74;17,86;0,34;
10/10/20 03:00;6,65;15,72;1,55;13,35;0,33;
10/10/20 04:00;10,13;18,97;1,87;16,11;0,31;
10/10/20 05:00;8,24;37,96;3,72;32,25;0,34;
10/10/20 06:00;7,02;60,97;6,30;51,31;0,37;
10/10/20 07:00;16,26;;;;0,40;
10/10/20 08:00;21,59;99,64;24,48;62,10;0,45;
10/10/20 09:00;28,32;44,47;7,79;32,54;0,44;
10/10/20 10:00;15,80;26,47;3,51;21,10;;
10/10/20 11:00;12,17;27,76;3,71;22,08;0,43;
10/10/20 12:00;11,94;22,66;2,95;18,13;0,44;
10/10/20 13:00;5,32;22,00;2,77;17,75;0,44;
10/10/20 14:00;16,04;16,68;2,12;13,43;0,43;
10/10/20 15:00;20,50;15,97;1,99;12,92;0,46;
10/10/20 16:00;14,64;27,84;2,85;23,47;0,42;
10/10/20 17:00;4,41;18,82;1,63;16,33;0,43;
10/10/20 18:00;10,93;35,26;1,71;32,64;0,45;
10/10/20 19:00;7,75;62,12;2,26;58,66;0,52;
10/10/20 20:00;21,99;70,78;3,85;64,88;0,55;
10/10/20 21:00;27,58;78,34;6,27;68,73;0,55;
10/10/20 22:00;28,57;67,19;6,04;57,92;0,52;
10/10/20 23:00;18,26;44,34;2,33;40,77;0,46;
11/10/20 00:00;20,45;32,71;2,03;29,60;0,45;
11/10/20 01:00;21,34;27,35;2,16;24,04;0,41;
11/10/20 02:00;18,89;28,61;2,05;25,48;0,43;
11/10/20 03:00;11,72;21,34;1,95;18,37;0,43;
11/10/20 04:00;3,91;22,80;2,08;19,61;0,42;
11/10/20 05:00;12,72;19,92;1,98;16,89;0,40;
11/10/20 06:00;8,54;23,37;2,14;20,09;0,43;
11/10/20 07:00;8,48;29,41;2,67;25,30;0,42;
11/10/20 08:00;23,44;31,10;4,05;24,88;0,47;
11/10/20 09:00;21,03;30,63;4,39;23,90;0,48;
11/10/20 10:00;17,71;21,07;3,60;15,55;0,45;
11/10/20 11:00;15,04;15,17;2,80;10,88;0,41;
11/10/20 12:00;3,50;12,66;2,17;9,33;0,38;
11/10/20 13:00;7,21;11,09;1,97;8,06;0,37;
11/10/20 14:00;5,90;9,64;1,44;7,44;0,42;
11/10/20 15:00;11,37;13,05;1,69;10,46;0,44;
11/10/20 16:00;9,48;7,85;1,24;5,94;0,38;
11/10/20 17:00;8,89;11,32;1,29;9,35;0,40;
11/10/20 18:00;5,05;16,36;1,72;13,73;0,43;
11/10/20 19:00;17,91;15,75;1,90;12,84;0,43;
11/10/20 20:00;7,35;13,57;1,73;10,92;0,43;
11/10/20 21:00;10,02;11,80;1,63;9,31;0,44;
11/10/20 22:00;13,89;9,88;1,50;7,58;;
11/10/20 23:00;14,30;9,38;1,39;7,25;0,44;
12/10/20 00:00;12,33;8,20;1,39;6,07;0,44;
12/10/20 01:00;11,82;10,74;1,43;8,54;0,43;
12/10/20 02:00;20,15;8,76;1,41;6,60;0,39;
12/10/20 03:00;6,08;7,21;1,27;5,27;0,39;
12/10/20 04:00;8,50;11,44;1,39;9,30;0,40;
12/10/20 05:00;7,47;;;;0,44;
12/10/20 06:00;14,64;29,97;3,19;25,07;0,44;
12/10/20 07:00;6,36;35,71;3,73;29,99;0,45;
12/10/20 08:00;6,11;74,76;14,08;53,18;0,52;
12/10/20 09:00;10,47;64,20;10,05;48,79;0,51;
12/10/20 10:00;23,62;64,21;15,18;40,93;0,52;
12/10/20 11:00;16,75;39,11;7,40;27,76;0,51;
12/10/20 12:00;12,42;35,75;4,15;29,39;0,49;
12/10/20 13:00;10,77;38,81;4,05;32,59;0,49;
12/10/20 14:00;11,60;41,78;4,43;34,99;0,48;
12/10/20 15:00;9,90;28,17;3,53;22,77;0,43;
12/10/20 16:00;14,76;39,66;4,80;32,29;0,46;
12/10/20 17:00;1,60;53,03;6,55;42,99;0,51;
12/10/20 18:00;4,37;46,17;4,69;38,97;0,48;
12/10/20 19:00;12,18;44,83;4,52;37,90;0,45;
12/10/20 20:00;8,07;30,52;3,75;24,77;0,44;
12/10/20 21:00;6,97;18,57;2,51;14,72;0,42;
12/10/20 22:00;17,97;13,02;2,11;9,78;0,42;
12/10/20 23:00;7,85;11,25;1,77;8,52;0,41;
13/10/20 00:00;2,87;10,01;1,56;7,62;0,41;
13/10/20 01:00;10,89;9,91;1,52;7,56;0,41;
13/10/20 02:00;10,83;9,91;1,45;7,69;0,40;
13/10/20 03:00;7,62;9,94;1,54;7,59;0,40;
13/10/20 04:00;5,74;9,72;1,55;7,36;0,40;
13/10/20 05:00;5,19;10,85;1,92;7,90;0,39;
13/10/20 06:00;6,24;14,44;2,94;9,97;0,40;
13/10/20 07:00;10,23;21,34;4,61;14,30;0,40;
13/10/20 08:00;9,00;23,05;4,93;15,52;0,43;
13/10/20 09:00;163,50;17,60;3,59;12,10;0,42;
13/10/20 10:00;;13,97;2,88;9,55;;
13/10/20 11:00;-;13,61;2,73;9,45;0,39;
13/10/20 12:00;;18,07;3,60;12,49;0,40;
13/10/20 13:00;;20,08;4,16;13,75;0,41;
13/10/20 14:00;;16,62;2,53;12,70;0,41;
13/10/20 15:00;0,46;14,54;1,80;11,76;0,42;
13/10/20 16:00;3,07;36,28;5,13;28,45;0,46;
13/10/20 17:00;8,72;59,37;8,00;47,10;0,50;
13/10/20 18:00;6,90;47,59;5,51;39,14;0,49;
13/10/20 19:00;9,95;46,25;4,47;39,39;0,49;
13/10/20 20:00;8,15;62,82;7,27;51,66;0,50;
13/10/20 21:00;10,87;43,59;3,90;37,62;0,48;
13/10/20 22:00;8,13;36,78;2,97;32,22;0,46;
13/10/20 23:00;3,49;22,50;2,32;18,94;0,43;
14/10/20 00:00;3,83;20,48;2,04;17,35;0,40;
14/10/20 01:00;1,54;20,53;1,80;17,77;0,40;
14/10/20 02:00;1,07;14,47;1,72;11,83;0,39;
14/10/20 03:00;4,90;;;;0,39;
14/10/20 04:00;8,86;21,21;2,10;18,00;0,38;
14/10/20 05:00;4,12;22,17;3,17;17,31;0,39;
14/10/20 06:00;11,43;54,88;7,63;43,18;0,45;
14/10/20 07:00;11,64;63,93;11,38;46,48;0,43;
14/10/20 08:00;11,84;68,63;14,65;46,17;0,46;
14/10/20 09:00;14,58;66,46;16,98;40,43;0,44;
14/10/20 10:00;14,99;74,89;21,63;41,66;0,43;
14/10/20 11:00;9,85;27,17;5,58;18,69;0,41;
14/10/20 12:00;12,86;24,80;4,71;17,58;0,43;
14/10/20 13:00;11,94;26,60;4,87;19,14;0,43;
14/10/20 14:00;6,78;24,68;4,45;17,86;0,41;
14/10/20 15:00;11,63;22,53;3,53;17,13;0,42;
14/10/20 16:00;10,03;30,11;4,08;23,86;0,43;
14/10/20 17:00;13,15;29,60;3,41;24,38;0,43;
14/10/20 18:00;9,64;38,38;4,36;31,70;0,46;
14/10/20 19:00;11,33;28,69;3,12;23,90;0,45;
14/10/20 20:00;5,14;25,01;2,78;20,75;0,44;
14/10/20 21:00;8,65;23,81;2,27;20,33;0,43;
14/10/20 22:00;10,27;20,19;1,72;17,54;;
14/10/20 23:00;12,21;12,37;1,53;10,02;0,43;
15/10/20 00:00;8,32;12,44;1,49;10,16;0,43;
15/10/20 01:00;9,85;15,29;1,46;13,06;0,46;
15/10/20 02:00;7,17;10,87;1,30;8,89;0,45;
15/10/20 03:00;6,05;9,88;1,45;7,66;0,44;
15/10/20 04:00;16,29;11,69;1,74;9,03;0,43;
15/10/20 05:00;13,71;17,04;2,28;13,55;0,42;
15/10/20 06:00;13,32;25,22;3,12;20,44;0,45;
15/10/20 07:00;15,28;30,49;3,81;24,65;0,46;
15/10/20 08:00;21,79;28,22;3,97;22,13;0,45;
15/10/20 09:00;24,72;22,70;3,42;17,45;0,44;
15/10/20 10:00;24,83;31,06;4,88;23,59;0,44;
15/10/20 11:00;24,24;25,09;4,08;18,81;0,45;
15/10/20 12:00;30,95;19,34;3,55;13,90;0,43;
15/10/20 13:00;37,20;22,46;3,94;16,41;0,44;
15/10/20 14:00;35,92;20,08;3,41;14,85;0,44;
15/10/20 15:00;23,05;21,03;3,25;16,04;0,45;
15/10/20 16:00;25,27;28,11;3,41;22,89;0,48;
15/10/20 17:00;23,65;31,02;4,15;24,66;0,49;
15/10/20 18:00;25,13;33,96;3,87;28,03;0,50;
15/10/20 19:00;24,60;24,93;2,99;20,34;0,47;
15/10/20 20:00;21,36;25,78;3,16;20,93;0,46;
15/10/20 21:00;19,88;16,93;2,23;13,51;0,44;
15/10/20 22:00;19,14;16,65;2,05;13,52;0,42;
15/10/20 23:00;36,71;14,33;1,76;11,63;0,42;
16/10/20 00:00;9,19;13,82;1,70;11,21;0,39;
16/10/20 01:00;15,93;;;;0,38;
16/10/20 02:00;18,91;10,13;1,43;7,93;0,36;
16/10/20 03:00;7,06;15,47;1,53;13,12;0,36;
16/10/20 04:00;7,73;28,33;2,18;24,99;0,38;
16/10/20 05:00;15,54;58,44;7,65;46,71;0,46;
16/10/20 06:00;15,77;50,13;4,49;43,24;0,41;
16/10/20 07:00;12,89;89,94;15,91;65,55;0,49;
16/10/20 08:00;31,57;150,41;50,45;73,06;0,59;
16/10/20 09:00;27,45;59,83;13,52;39,11;0,49;
16/10/20 10:00;11,55;23,37;4,62;16,28;;
16/10/20 11:00;75,67;17,36;3,59;11,88;0,39;
16/10/20 12:00;;16,66;3,00;12,06;0,40;
16/10/20 13:00;-;14,47;1,81;11,70;0,42;
16/10/20 14:00;;14,66;1,79;11,92;0,42;
16/10/20 15:00;0,38;15,70;2,19;12,34;0,43;
16/10/20 16:00;0,84;19,56;1,71;16,94;0,43;
16/10/20 17:00;29,00;39,79;4,67;32,61;0,46;
16/10/20 18:00;4,89;36,60;4,51;29,66;0,46;
16/10/20 19:00;4,01;25,90;3,36;20,76;0,44;
16/10/20 20:00;4,89;35,14;3,69;29,49;0,46;
16/10/20 21:00;4,85;36,87;3,22;31,93;0,46;
16/10/20 22:00;8,04;28,23;2,59;24,25;0,44;
16/10/20 23:00;5,37;21,51;1,78;18,78;0,39;
17/10/20 00:00;10,11;17,48;1,81;14,70;0,39;
17/10/20 01:00;2,85;15,88;1,63;13,38;0,38;
17/10/20 02:00;0,90;11,57;1,54;9,21;0,35;
17/10/20 03:00;1,12;15,38;1,45;13,16;0,35;
17/10/20 04:00;4,90;16,44;1,71;13,84;0,36;
17/10/20 05:00;3,46;24,78;2,57;20,83;0,38;
17/10/20 06:00;9,70;31,05;2,42;27,34;0,38;
17/10/20 07:00;12,84;46,49;4,90;38,97;0,40;
17/10/20 08:00;23,72;45,95;7,26;34,82;0,44;
17/10/20 09:00;23,17;45,32;7,47;33,86;0,45;
17/10/20 10:00;22,32;25,34;4,63;18,24;0,43;
17/10/20 11:00;12,34;20,19;3,48;14,86;0,43;
17/10/20 12:00;8,89;19,18;2,78;14,92;0,44;
17/10/20 13:00;11,92;15,97;2,47;12,18;0,43;
17/10/20 14:00;8,36;13,74;1,88;10,85;0,42;
17/10/20 15:00;3,19;13,35;1,84;10,52;0,42;
17/10/20 16:00;15,26;14,37;1,62;11,90;0,43;
