NetC;Brindisi;;;;;;;
Stat;S.I.S.R.I;;;;;;;
Parm;SO2;NO2;NOX;CO;PM10;BENZENE;;
;;;;;;;;
Unit;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;ug/m3;ug/m3 293K;;
;;;;;;;;
;;;;;;;;
24/07/2020 17:00;0,78;;;0,24;13,10;0,66;;
24/07/2020 18:00;0,77;2,47;2,64;0,22;13,10;0,01;;
24/07/2020 19:00;0,79;5,95;6,15;0,22;13,10;;;
24/07/2020 20:00;0,83;;;0,22;13,10;3,68;;
24/07/2020 21:00;0,74;;;0,25;13,10;1,68;;
24/07/2020 22:00;0,89;11,61;11,63;0,30;13,10;0,03;;
24/07/2020 23:00;0,89;;;0,28;13,10;0,07;;
25/07/2020 00:00;0,92;;;0,27;13,10;0,31;;
25/07/2020 01:00;0,99;;;0,24;13,00;0,38;;
25/07/2020 02:00;0,89;;;0,22;13,00;3,45;;
25/07/2020 03:00;0,89;;;0,22;13,00;0,77;;
25/07/2020 04:00;1,09;9,76;10,02;0,26;13,00;2,10;;
25/07/2020 05:00;0,85;12,21;12,26;0,23;13,00;2,98;;
25/07/2020 06:00;0,97;16,14;17,04;0,24;13,00;3,10;;
25/07/2020 07:00;0,86;13,69;15,68;0,23;13,00;6,20;;
25/07/2020 08:00;0,75;6,39;7,45;0,22;13,00;3,47;;
25/07/2020 09:00;0,80;2,61;2,93;0,22;13,00;5,74;;
25/07/2020 10:00;0,84;2,99;3,47;0,23;13,00;3,19;;
25/07/2020 11:00;0,82;4,62;5,31;0,22;13,00;0,01;;
25/07/2020 12:00;0,82;;;0,21;13,00;0,22;;
25/07/2020 13:00;0,48;1,66;1,73;0,21;13,00;;;
25/07/2020 14:00;0,87;2,82;2,96;0,22;13,00;5,55;;
25/07/2020 15:00;0,78;6,56;7,67;0,22;13,00;;;
25/07/2020 16:00;0,72;5,08;5,63;0,20;13,00;0,24;;
25/07/2020 17:00;0,78;;;0,21;13,00;0,26;;
25/07/2020 18:00;0,76;4,50;4,56;0,21;13,00;;;
25/07/2020 19:00;0,61;9,55;9,74;0,21;13,00;;;
25/07/2020 20:00;0,60;;;0,21;13,00;1,43;;
25/07/2020 21:00;0,46;28,85;29,27;0,21;13,00;;;
25/07/2020 22:00;0,69;20,03;20,11;0,20;13,00;;;
25/07/2020 23:00;0,78;22,83;23,40;0,19;13,00;1,20;;
26/07/2020 00:00;0,66;;;0,19;13,00;;;
26/07/2020 01:00;;;;0,20;11,80;;;
26/07/2020 02:00;0,52;;;0,21;11,80;;;
26/07/2020 03:00;0,79;;;0,24;11,80;;;
26/07/2020 04:00;0,85;4,96;5,02;0,23;11,80;0,02;;
26/07/2020 05:00;0,72;;;0,24;11,80;0,01;;
26/07/2020 06:00;0,84;5,94;6,10;0,23;11,80;;;
26/07/2020 07:00;0,78;4,31;4,56;0,23;11,80;0,14;;
26/07/2020 08:00;0,56;5,48;6,21;0,25;11,80;0,02;;
26/07/2020 09:00;0,76;4,62;5,47;0,24;11,80;;;
26/07/2020 10:00;0,66;4,56;5,12;0,23;11,80;0,27;;
26/07/2020 11:00;0,79;3,11;3,48;0,22;11,80;;;
26/07/2020 12:00;0,85;4,20;4,96;0,21;11,80;;;
26/07/2020 13:00;0,83;2,19;2,54;0,22;11,80;1,36;;
26/07/2020 14:00;0,67;;;0,23;11,80;1,79;;
26/07/2020 15:00;0,63;0,87;0,88;0,22;11,80;;;
26/07/2020 16:00;0,73;3,49;3,78;0,23;11,80;1,22;;
26/07/2020 17:00;0,62;2,50;2,55;0,23;11,80;;;
26/07/2020 18:00;0,81;2,59;2,63;0,23;11,80;;;
26/07/2020 19:00;0,70;;;0,23;11,80;2,12;;
26/07/2020 20:00;0,61;;;0,23;11,80;0,27;;
26/07/2020 21:00;0,57;;;0,22;11,80;0,35;;
26/07/2020 22:00;0,62;;;0,22;11,80;0,30;;
26/07/2020 23:00;0,75;;;0,22;11,80;0,18;;
27/07/2020 00:00;0,76;;;0,22;11,80;;;
27/07/2020 01:00;0,50;3,80;3,83;0,24;13,70;;;
27/07/2020 02:00;0,81;;;0,26;13,70;0,40;;
27/07/2020 03:00;0,78;;;0,25;13,70;0,06;;
27/07/2020 04:00;0,63;13,61;14,10;0,27;13,70;0,01;;
27/07/2020 05:00;0,79;13,16;13,18;0,26;13,70;0,01;;
27/07/2020 06:00;0,97;29,47;37,37;0,26;13,70;0,02;;
27/07/2020 07:00;1,01;13,68;17,38;0,24;13,70;0,01;;
27/07/2020 08:00;0,97;17,08;21,37;0,25;13,70;0,01;;
27/07/2020 09:00;0,66;10,50;13,66;0,26;13,70;0,01;;
27/07/2020 10:00;0,75;10,97;13,41;0,24;13,70;0,25;;
27/07/2020 11:00;0,70;5,67;6,72;0,24;13,70;0,55;;
27/07/2020 12:00;0,65;3,72;4,31;0,25;13,70;;;
27/07/2020 13:00;0,59;3,92;4,67;0,23;13,70;0,37;;
27/07/2020 14:00;0,64;2,67;2,90;0,24;13,70;0,62;;
27/07/2020 15:00;0,81;2,26;2,64;0,23;13,70;0,29;;
27/07/2020 16:00;0,77;5,12;6,43;0,24;13,70;0,57;;
27/07/2020 17:00;0,47;4,82;5,34;0,24;13,70;0,76;;
27/07/2020 18:00;0,49;3,65;3,88;0,24;13,70;1,23;;
27/07/2020 19:00;0,78;;;0,24;13,70;;;
27/07/2020 20:00;0,80;;;0,25;13,70;0,26;;
27/07/2020 21:00;0,72;;;0,25;13,70;0,26;;
27/07/2020 22:00;0,57;;;0,25;13,70;0,01;;
27/07/2020 23:00;0,49;;;0,25;13,70;0,43;;
28/07/2020 00:00;0,58;;;0,29;13,70;0,20;;
28/07/2020 01:00;;;;0,29;12,70;0,05;;
28/07/2020 02:00;0,86;;;0,27;12,70;0,03;;
28/07/2020 03:00;0,79;;;0,25;12,70;;;
28/07/2020 04:00;0,70;;;0,25;12,70;;;
28/07/2020 05:00;0,72;5,72;6,09;0,24;12,70;0,34;;
28/07/2020 06:00;0,80;17,68;20,17;0,25;12,70;0,65;;
28/07/2020 07:00;0,98;15,32;20,26;0,25;12,70;0,15;;
28/07/2020 08:00;0,73;7,62;9,04;0,25;12,70;0,04;;
28/07/2020 09:00;0,60;9,53;11,85;0,24;12,70;2,90;;
28/07/2020 10:00;0,46;9,98;11,81;0,23;12,70;0,32;;
28/07/2020 11:00;0,74;4,85;5,53;0,23;12,70;0,44;;
28/07/2020 12:00;0,74;;;0,22;12,70;0,33;;
28/07/2020 13:00;0,72;4,59;5,67;0,21;12,70;0,54;;
28/07/2020 14:00;0,53;2,39;2,76;0,20;12,70;0,02;;
28/07/2020 15:00;0,68;2,82;3,73;0,20;12,70;0,38;;
28/07/2020 16:00;0,54;3,99;4,92;0,21;12,70;0,18;;
28/07/2020 17:00;0,67;2,29;2,48;0,22;12,70;;;
28/07/2020 18:00;0,65;3,76;3,86;0,22;12,70;0,05;;
28/07/2020 19:00;0,76;3,51;3,83;0,21;12,70;1,87;;
28/07/2020 20:00;0,78;5,67;5,88;0,26;12,70;0,34;;
28/07/2020 21:00;0,75;4,70;4,83;0,24;12,70;0,03;;
28/07/2020 22:00;0,70;10,18;10,38;0,24;12,70;2,68;;
28/07/2020 23:00;0,64;8,96;9,08;0,25;12,70;0,02;;
29/07/2020 00:00;0,66;16,54;16,66;0,26;12,70;0,07;;
29/07/2020 01:00;0,63;17,23;17,42;0,25;17,40;0,04;;
29/07/2020 02:00;0,57;10,85;10,89;0,27;17,40;0,02;;
29/07/2020 03:00;0,78;11,26;11,57;0,24;17,40;0,03;;
29/07/2020 04:00;0,76;13,27;13,67;0,26;17,40;0,03;;
29/07/2020 05:00;0,84;20,83;21,56;0,30;17,40;0,14;;
29/07/2020 06:00;0,96;35,35;40,95;0,30;17,40;0,06;;
29/07/2020 07:00;0,93;29,29;38,74;0,30;17,40;0,08;;
29/07/2020 08:00;1,19;29,41;42,02;0,27;17,40;0,08;;
29/07/2020 09:00;0,73;16,59;22,81;0,26;17,40;0,03;;
29/07/2020 10:00;0,81;9,25;11,45;0,24;17,40;;;
29/07/2020 11:00;0,65;8,95;10,93;0,25;17,40;0,01;;
29/07/2020 12:00;0,70;5,09;5,89;0,25;17,40;;;
29/07/2020 13:00;0,73;6,71;8,02;0,24;17,40;;;
29/07/2020 14:00;0,66;8,16;9,88;0,25;17,40;;;
29/07/2020 15:00;0,77;9,42;11,39;0,26;17,40;;;
29/07/2020 16:00;0,80;16,06;20,68;0,24;17,40;;;
29/07/2020 17:00;0,79;2,72;3,15;0,25;17,40;0,32;;
29/07/2020 18:00;0,62;9,77;10,47;0,24;17,40;0,22;;
29/07/2020 19:00;0,83;30,64;31,92;0,26;17,40;0,38;;
29/07/2020 20:00;0,60;21,35;21,58;0,26;17,40;;;
29/07/2020 21:00;0,61;10,79;11,00;0,29;17,40;0,02;;
29/07/2020 22:00;0,62;8,65;8,66;0,29;17,40;0,03;;
29/07/2020 23:00;0,57;12,95;12,96;0,32;17,40;0,01;;
30/07/2020 00:00;0,81;;;0,32;17,40;0,06;;
30/07/2020 01:00;;27,79;28,14;0,35;23,30;0,08;;
30/07/2020 02:00;0,82;;;0,40;23,30;0,29;;
30/07/2020 03:00;0,76;25,73;27,19;0,41;23,30;0,26;;
30/07/2020 04:00;0,30;24,25;24,64;0,39;23,30;0,37;;
30/07/2020 05:00;0,48;22,54;23,13;0,35;23,30;0,55;;
30/07/2020 06:00;1,34;54,12;76,58;0,38;23,30;0,23;;
30/07/2020 07:00;0,92;34,00;43,32;0,32;23,30;0,23;;
30/07/2020 08:00;0,92;16,18;20,07;0,28;23,30;0,07;;
30/07/2020 09:00;0,85;11,46;13,71;0,26;23,30;;;
30/07/2020 10:00;0,59;8,21;9,83;0,25;23,30;0,26;;
30/07/2020 11:00;0,68;6,88;8,50;0,27;23,30;0,97;;
30/07/2020 12:00;0,94;13,17;16,12;0,27;23,30;;;
30/07/2020 13:00;0,97;10,58;12,93;0,26;23,30;;;
30/07/2020 14:00;0,76;6,49;7,55;0,27;23,30;;;
30/07/2020 15:00;0,74;3,58;3,99;0,28;23,30;;;
30/07/2020 16:00;0,76;4,62;5,43;0,26;23,30;;;
30/07/2020 17:00;0,75;4,31;4,64;0,26;23,30;;;
30/07/2020 18:00;0,77;8,61;9,11;0,30;23,30;;;
30/07/2020 19:00;0,74;24,51;25,15;0,28;23,30;0,02;;
30/07/2020 20:00;0,78;18,17;18,19;0,28;23,30;0,32;;
30/07/2020 21:00;0,67;22,66;22,82;0,30;23,30;0,01;;
30/07/2020 22:00;0,70;32,85;33,46;0,37;23,30;0,05;;
30/07/2020 23:00;0,77;40,75;40,98;0,30;23,30;0,12;;
31/07/2020 00:00;0,73;;;0,32;23,30;6,02;;
31/07/2020 01:00;0,84;31,23;31,35;0,39;21,70;0,06;;
31/07/2020 02:00;0,81;17,38;17,78;0,35;21,70;2,27;;
31/07/2020 03:00;0,78;11,95;12,14;0,31;21,70;0,05;;
31/07/2020 04:00;0,66;12,25;12,47;0,33;21,70;0,04;;
31/07/2020 05:00;0,82;21,16;22,84;0,36;21,70;0,05;;
31/07/2020 06:00;1,00;44,23;57,90;0,41;21,70;0,24;;
31/07/2020 07:00;1,58;45,35;65,38;0,40;21,70;0,18;;
31/07/2020 08:00;0,83;24,15;28,97;0,32;21,70;0,11;;
31/07/2020 09:00;0,78;15,82;19,03;0,30;21,70;0,28;;
31/07/2020 10:00;0,86;10,71;12,80;0,29;21,70;;;
31/07/2020 11:00;0,83;11,20;13,42;0,28;21,70;0,25;;
31/07/2020 12:00;0,83;17,68;21,50;0,26;21,70;0,39;;
31/07/2020 13:00;0,93;31,56;39,60;0,27;21,70;0,33;;
31/07/2020 14:00;0,84;19,44;23,88;0,28;21,70;0,36;;
31/07/2020 15:00;0,80;7,22;8,36;0,27;21,70;;;
31/07/2020 16:00;0,77;5,89;6,80;0,28;21,70;0,02;;
31/07/2020 17:00;0,51;5,78;6,31;0,28;21,70;;;
31/07/2020 18:00;0,85;15,59;16,79;0,29;21,70;0,40;;
31/07/2020 19:00;0,77;44,93;47,54;0,32;21,70;0,02;;
31/07/2020 20:00;0,89;16,12;16,32;0,30;21,70;0,43;;
31/07/2020 21:00;0,70;19,43;19,60;0,32;21,70;;;
31/07/2020 22:00;0,76;13,11;13,17;0,30;21,70;0,07;;
31/07/2020 23:00;0,72;7,16;7,28;0,29;21,70;3,08;;
08/01/20 00:00;0,93;;;0,31;21,70;0,02;;
08/01/20 01:00;;11,98;12,04;0,33;17,30;0,07;;
08/01/20 02:00;0,46;;;0,33;17,30;0,02;;
08/01/20 03:00;0,80;12,93;13,40;0,33;17,30;0,03;;
08/01/20 04:00;0,77;7,82;7,88;0,31;17,30;0,07;;
08/01/20 05:00;0,76;5,77;5,92;0,25;17,30;0,02;;
08/01/20 06:00;0,96;15,01;16,01;0,26;17,30;;;
08/01/20 07:00;0,87;10,82;12,32;0,28;17,30;0,14;;
08/01/20 08:00;0,75;13,43;15,76;0,28;17,30;0,04;;
08/01/20 09:00;0,87;6,43;7,38;0,26;17,30;0,03;;
08/01/20 10:00;0,78;10,67;12,84;0,28;17,30;0,02;;
08/01/20 11:00;0,85;6,87;7,97;0,26;17,30;2,68;;
08/01/20 12:00;0,88;6,39;7,60;0,26;17,30;;;
08/01/20 13:00;0,82;4,64;5,69;0,25;17,30;0,02;;
08/01/20 14:00;0,72;1,19;1,55;0,26;17,30;0,01;;
08/01/20 15:00;0,78;1,50;1,61;0,26;17,30;0,03;;
08/01/20 16:00;0,65;3,99;4,27;0,28;17,30;0,01;;
08/01/20 17:00;0,68;5,28;5,57;0,28;17,30;0,02;;
08/01/20 18:00;0,76;5,27;5,47;0,27;17,30;0,04;;
08/01/20 19:00;0,92;5,72;5,84;0,27;17,30;0,06;;
08/01/20 20:00;1,00;;;0,27;17,30;0,24;;
08/01/20 21:00;0,76;7,00;7,29;0,29;17,30;;;
08/01/20 22:00;0,87;7,87;7,99;0,31;17,30;;;
08/01/20 23:00;0,75;20,12;20,60;0,33;17,30;0,01;;
08/02/20 00:00;0,70;;;0,32;17,30;0,02;;
08/02/20 01:00;0,76;16,84;17,18;0,33;22,10;0,02;;
08/02/20 02:00;1,01;7,44;7,66;0,32;22,10;0,04;;
08/02/20 03:00;0,88;;;0,32;22,10;3,39;;
08/02/20 04:00;1,07;7,11;7,57;0,36;22,10;0,04;;
08/02/20 05:00;0,90;8,88;9,12;0,35;22,10;0,15;;
08/02/20 06:00;0,97;11,52;12,12;0,33;22,10;3,54;;
08/02/20 07:00;0,19;10,82;12,10;0,30;22,10;0,03;;
08/02/20 08:00;0,86;8,50;10,14;0,28;22,10;;;
08/02/20 09:00;0,80;5,48;6,51;0,28;22,10;0,02;;
08/02/20 10:00;0,82;4,95;6,05;0,28;22,10;2,99;;
08/02/20 11:00;0,75;5,71;6,49;0,26;22,10;6,71;;
08/02/20 12:00;0,75;7,25;8,93;0,30;22,10;0,03;;
08/02/20 13:00;0,66;3,53;4,15;0,34;22,10;0,10;;
08/02/20 14:00;0,73;2,46;2,73;0,32;22,10;0,10;;
08/02/20 15:00;0,81;1,98;2,22;0,31;22,10;0,07;;
08/02/20 16:00;0,98;2,33;2,90;0,30;22,10;0,05;;
08/02/20 17:00;0,87;4,34;5,05;0,24;22,10;0,03;;
08/02/20 18:00;0,86;3,21;3,45;0,24;22,10;;;
08/02/20 19:00;0,79;5,32;5,67;0,26;22,10;0,25;;
08/02/20 20:00;0,72;9,35;9,52;0,25;22,10;;;
08/02/20 21:00;0,84;30,46;30,76;0,26;22,10;0,11;;
08/02/20 22:00;0,89;21,85;22,20;0,29;22,10;0,06;;
08/02/20 23:00;0,84;20,96;21,50;0,32;22,10;0,19;;
08/03/20 00:00;0,88;28,11;29,62;0,33;22,10;0,22;;
08/03/20 01:00;;34,66;37,58;0,40;21,00;0,17;;
08/03/20 02:00;0,86;;;0,42;21,00;0,18;;
08/03/20 03:00;0,90;16,85;17,69;0,38;21,00;0,16;;
08/03/20 04:00;0,86;11,67;12,05;0,37;21,00;0,10;;
08/03/20 05:00;1,00;25,48;28,21;0,37;21,00;0,06;;
08/03/20 06:00;1,33;40,35;52,92;0,39;21,00;0,10;;
08/03/20 07:00;1,08;19,54;22,93;0,36;21,00;0,47;;
08/03/20 08:00;0,99;10,79;12,63;0,32;21,00;0,28;;
08/03/20 09:00;0,98;5,38;6,55;0,30;21,00;0,11;;
08/03/20 10:00;0,84;4,24;5,11;0,26;21,00;0,06;;
08/03/20 11:00;0,74;2,55;2,84;0,24;21,00;0,03;;
08/03/20 12:00;0,81;2,18;2,43;0,23;21,00;;;
08/03/20 13:00;1,01;2,59;2,92;0,25;21,00;0,04;;
08/03/20 14:00;1,11;1,53;1,85;0,23;21,00;0,02;;
08/03/20 15:00;1,14;1,77;2,03;0,25;21,00;0,01;;
08/03/20 16:00;1,15;2,71;2,95;0,28;21,00;0,07;;
08/03/20 17:00;1,26;2,33;2,62;0,28;21,00;0,04;;
08/03/20 18:00;1,02;1,99;1,99;0,26;21,00;0,06;;
08/03/20 19:00;1,36;4,14;4,39;0,28;21,00;0,04;;
08/03/20 20:00;1,00;3,80;3,85;0,29;21,00;0,08;;
08/03/20 21:00;1,03;;;0,31;21,00;0,15;;
08/03/20 22:00;0,75;3,07;3,35;0,27;21,00;0,11;;
08/03/20 23:00;1,12;;;0,26;21,00;0,03;;
08/04/20 00:00;0,99;;;0,24;21,00;7,87;;
08/04/20 01:00;0,91;;;0,21;27,40;8,15;;
08/04/20 02:00;0,90;;;;27,40;0,05;;
08/04/20 03:00;0,84;;;;27,40;0,02;;
08/04/20 04:00;0,99;;;;27,40;0,03;;
08/04/20 05:00;0,83;;;0,29;27,40;0,03;;
08/04/20 06:00;0,97;4,72;4,95;0,29;27,40;0,03;;
08/04/20 07:00;0,91;4,11;4,81;0,30;27,40;0,04;;
08/04/20 08:00;0,89;2,93;3,26;0,29;27,40;0,05;;
08/04/20 09:00;0,80;3,40;3,86;0,29;27,40;0,05;;
08/04/20 10:00;0,99;3,98;4,71;0,27;27,40;12,71;;
08/04/20 11:00;0,80;2,94;3,53;0,27;27,40;0,11;;
08/04/20 12:00;0,93;2,82;3,09;0,27;27,40;0,03;;
08/04/20 13:00;0,97;1,69;1,96;0,25;27,40;0,02;;
08/04/20 14:00;1,05;1,54;2,10;0,25;27,40;6,80;;
08/04/20 15:00;1,03;2,35;2,87;0,25;27,40;0,02;;
08/04/20 16:00;1,01;1,84;2,17;0,24;27,40;3,24;;
08/04/20 17:00;1,07;1,24;1,42;0,24;27,40;0,02;;
08/04/20 18:00;1,05;1,32;1,42;0,24;27,40;3,32;;
08/04/20 19:00;0,95;1,42;1,61;0,23;27,40;6,13;;
08/04/20 20:00;0,91;4,47;4,62;0,27;27,40;0,02;;
08/04/20 21:00;0,78;3,12;3,36;0,25;27,40;0,01;;
08/04/20 22:00;0,96;3,84;4,13;0,24;27,40;0,06;;
08/04/20 23:00;0,97;4,68;4,93;0,25;27,40;0,01;;
08/05/20 00:00;1,08;;;0,32;27,40;0,18;;
08/05/20 01:00;;;;0,25;22,20;0,06;;
08/05/20 02:00;0,94;;;0,25;22,20;;;
08/05/20 03:00;0,97;5,83;6,35;0,26;22,20;0,02;;
08/05/20 04:00;1,05;7,62;7,78;0,27;22,20;2,14;;
08/05/20 05:00;1,17;12,82;13,41;0,26;22,20;0,99;;
08/05/20 06:00;1,08;17,09;19,85;0,27;22,20;0,92;;
08/05/20 07:00;1,36;39,43;51,65;0,26;22,20;0,15;;
08/05/20 08:00;1,52;31,28;45,24;0,23;22,20;0,04;;
08/05/20 09:00;1,19;6,44;8,17;0,22;22,20;0,03;;
08/05/20 10:00;1,13;9,42;10,64;0,23;22,20;0,02;;
08/05/20 11:00;0,93;11,85;15,47;0,23;22,20;0,02;;
08/05/20 12:00;0,98;8,16;9,92;0,22;22,20;;;
08/05/20 13:00;1,02;6,95;9,36;0,22;22,20;;;
08/05/20 14:00;0,72;3,24;4,21;0,21;22,20;;;
08/05/20 15:00;0,93;6,99;8,88;0,22;22,20;0,20;;
08/05/20 16:00;0,94;5,78;6,26;0,23;22,20;;;
08/05/20 17:00;0,92;11,43;11,85;0,23;22,20;0,56;;
08/05/20 18:00;0,98;10,56;11,00;0,22;22,20;;;
08/05/20 19:00;1,11;11,84;12,58;0,24;22,20;0,33;;
08/05/20 20:00;0,96;14,95;15,45;0,25;22,20;;;
08/05/20 21:00;0,99;20,74;21,38;0,27;22,20;0,01;;
08/05/20 22:00;1,09;14,13;14,82;0,26;22,20;0,02;;
08/05/20 23:00;1,11;14,88;15,75;0,26;22,20;0,01;;
08/06/20 00:00;1,09;16,55;17,30;0,26;22,20;0,01;;
08/06/20 01:00;1,07;13,50;14,38;0,26;9,00;0,03;;
08/06/20 02:00;1,06;12,01;12,75;0,27;9,00;0,03;;
08/06/20 03:00;1,10;10,20;10,89;0,26;9,00;0,03;;
08/06/20 04:00;1,04;11,86;12,38;0,26;9,00;0,02;;
08/06/20 05:00;1,07;10,03;10,56;0,26;9,00;0,01;;
08/06/20 06:00;1,04;13,04;14,45;0,26;9,00;0,01;;
08/06/20 07:00;0,99;14,71;17,02;0,25;9,00;0,03;;
08/06/20 08:00;1,01;18,77;21,97;0,24;9,00;0,01;;
08/06/20 09:00;1,14;21,61;27,93;0,26;9,00;0,01;;
08/06/20 10:00;1,18;11,43;15,46;0,24;9,00;0,04;;
08/06/20 11:00;1,01;5,85;7,58;0,23;9,00;0,26;;
08/06/20 12:00;0,74;5,17;6,93;0,22;9,00;0,13;;
08/06/20 13:00;0,72;5,41;7,29;0,22;9,00;1,92;;
08/06/20 14:00;0,84;3,56;4,80;0,22;9,00;;;
08/06/20 15:00;0,88;2,70;3,61;0,22;9,00;0,35;;
08/06/20 16:00;0,88;3,59;4,54;0,22;9,00;1,03;;
08/06/20 17:00;0,80;6,50;7,08;0,22;9,00;0,76;;
08/06/20 18:00;0,74;5,79;6,51;0,22;9,00;0,28;;
08/06/20 19:00;0,63;6,59;7,03;0,22;9,00;0,29;;
08/06/20 20:00;0,98;21,10;21,96;0,23;9,00;0,27;;
08/06/20 21:00;1,41;55,93;78,94;0,24;9,00;0,03;;
08/06/20 22:00;1,48;10,26;10,78;0,28;9,00;0,02;;
08/06/20 23:00;0,98;8,88;9,15;0,27;9,00;0,07;;
08/07/20 00:00;1,45;7,20;7,39;0,27;9,00;0,17;;
08/07/20 01:00;;7,62;7,91;0,28;9,70;0,02;;
08/07/20 02:00;0,95;;;0,27;9,70;0,06;;
08/07/20 03:00;0,92;7,66;7,77;0,26;9,70;0,03;;
08/07/20 04:00;0,87;11,39;11,92;0,27;9,70;0,03;;
08/07/20 05:00;0,90;14,89;15,25;0,27;9,70;0,04;;
08/07/20 06:00;0,48;19,80;22,46;0,27;9,70;;;
08/07/20 07:00;1,03;19,54;25,19;0,27;9,70;;;
08/07/20 08:00;1,12;17,70;25,28;0,26;9,70;0,06;;
08/07/20 09:00;0,94;6,28;8,57;0,25;9,70;0,04;;
08/07/20 10:00;0,89;3,85;5,22;0,24;9,70;0,01;;
08/07/20 11:00;0,75;5,93;7,66;0,24;9,70;0,34;;
08/07/20 12:00;0,88;7,65;10,31;0,23;9,70;;;
08/07/20 13:00;0,80;5,63;7,72;0,23;9,70;0,01;;
08/07/20 14:00;0,70;4,48;6,02;0,24;9,70;0,01;;
08/07/20 15:00;0,85;3,01;3,99;0,23;9,70;0,21;;
08/07/20 16:00;0,67;4,57;5,86;0,25;9,70;0,41;;
08/07/20 17:00;0,80;4,76;6,13;0,25;9,70;0,57;;
08/07/20 18:00;0,88;4,36;4,94;0,26;9,70;0,68;;
08/07/20 19:00;0,80;11,17;11,46;0,26;9,70;;;
08/07/20 20:00;0,85;11,42;11,79;0,25;9,70;0,38;;
08/07/20 21:00;1,00;43,07;47,09;0,27;9,70;0,01;;
08/07/20 22:00;0,74;11,78;12,06;0,27;9,70;0,04;;
08/07/20 23:00;0,83;6,11;6,18;0,24;9,70;0,19;;
08/08/20 00:00;0,84;3,32;3,76;0,24;9,70;0,39;;
08/08/20 01:00;0,88;9,49;9,63;0,26;10,60;0,39;;
08/08/20 02:00;1,09;9,79;10,09;0,28;10,60;0,03;;
08/08/20 03:00;0,95;9,87;10,15;0,29;10,60;0,04;;
08/08/20 04:00;0,93;11,16;11,57;0,30;10,60;0,05;;
08/08/20 05:00;0,90;15,84;16,05;0,30;10,60;0,07;;
08/08/20 06:00;0,85;17,68;18,89;0,30;10,60;0,05;;
08/08/20 07:00;1,01;14,51;17,20;0,30;10,60;0,05;;
08/08/20 08:00;0,98;8,71;10,72;0,29;10,60;0,05;;
08/08/20 09:00;1,02;11,57;15,05;0,28;10,60;0,05;;
08/08/20 10:00;0,80;3,89;4,75;0,27;10,60;0,04;;
08/08/20 11:00;0,74;2,90;3,90;0,25;10,60;0,03;;
08/08/20 12:00;0,69;2,33;3,08;0,25;10,60;0,32;;
08/08/20 13:00;0,84;3,30;4,18;0,24;10,60;0,01;;
08/08/20 14:00;0,93;2,24;2,81;0,24;10,60;;;
08/08/20 15:00;0,83;1,53;1,97;0,22;10,60;0,37;;
08/08/20 16:00;0,98;1,22;1,23;0,23;10,60;0,10;;
08/08/20 17:00;0,94;1,12;1,41;0,24;10,60;0,51;;
08/08/20 18:00;0,89;16,67;18,96;0,25;10,60;0,08;;
08/08/20 19:00;0,85;15,64;16,60;0,24;10,60;0,26;;
08/08/20 20:00;0,44;12,10;12,27;0,24;10,60;;;
08/08/20 21:00;0,79;7,14;7,23;0,24;10,60;0,48;;
08/08/20 22:00;0,96;;;0,23;10,60;1,45;;
08/08/20 23:00;0,69;3,29;3,49;0,24;10,60;2,71;;
08/09/20 00:00;0,86;1,89;2,05;0,24;10,60;3,47;;
08/09/20 01:00;;13,18;13,25;0,26;8,90;3,33;;
08/09/20 02:00;0,72;;;0,25;8,90;0,01;;
08/09/20 03:00;0,84;8,79;9,01;0,26;8,90;0,02;;
08/09/20 04:00;0,73;4,87;4,95;0,25;8,90;0,03;;
08/09/20 05:00;0,80;6,76;6,77;0,27;8,90;0,31;;
08/09/20 06:00;1,04;;;0,27;8,90;0,96;;
08/09/20 07:00;0,88;2,69;2,93;0,27;8,90;3,12;;
08/09/20 08:00;0,92;9,24;10,93;0,29;8,90;0,62;;
08/09/20 09:00;0,85;2,11;2,46;0,28;8,90;0,05;;
08/09/20 10:00;0,87;4,27;5,34;0,25;8,90;0,04;;
08/09/20 11:00;0,75;2,97;3,75;0,26;8,90;0,03;;
08/09/20 12:00;0,85;3,28;4,05;0,25;8,90;0,02;;
08/09/20 13:00;0,69;4,51;5,40;0,28;8,90;0,03;;
08/09/20 14:00;0,73;4,57;5,51;0,29;8,90;0,03;;
08/09/20 15:00;0,76;3,76;4,20;0,30;8,90;0,03;;
08/09/20 16:00;0,89;4,16;5,15;0,29;8,90;0,03;;
08/09/20 17:00;0,82;7,25;8,57;0,27;8,90;0,01;;
08/09/20 18:00;0,75;1,78;2,04;0,26;8,90;0,01;;
08/09/20 19:00;0,84;4,68;4,83;0,28;8,90;0,01;;
08/09/20 20:00;0,76;22,10;22,38;0,29;8,90;0,02;;
08/09/20 21:00;0,71;12,19;12,43;0,30;8,90;3,20;;
08/09/20 22:00;0,72;10,44;10,49;0,30;8,90;0,03;;
08/09/20 23:00;0,84;31,07;31,55;0,34;8,90;0,12;;
08/10/20 00:00;0,95;17,22;17,67;0,35;8,90;0,03;;
08/10/20 01:00;0,69;12,21;12,49;0,33;21,30;2,35;;
08/10/20 02:00;0,77;14,15;14,32;0,34;21,30;3,21;;
08/10/20 03:00;0,91;11,47;11,91;0,33;21,30;2,80;;
08/10/20 04:00;0,66;6,44;6,93;0,33;21,30;0,03;;
